Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    Ari            43957               47607               37                  21                  1.76  
Top2    小牛马            5166                6439                229                 134                 1.71  
Top3    哞哞             27926               30970               83                  87                  0.95  
Top4    波奇             39144               40843               71                  79                  0.90  
Top5    Lucas          97430               76698               0                   0                   0.00  
Top6    lilt           119349              97206               0                   0                   0.00  
Top7    法兰西多士          85548               95007               0                   0                   0.00  
Top8    和明天相逢          21982               22701               0                   0                   0.00  
Top9    隗遗生            72759               60336               0                   0                   0.00  
Top10   bob            57374               52562               0                   0                   0.00  
Top11   餐具大师           120056              112681              0                   0                   0.00  
Top12   Ash            21285               21502               0                   0                   0.00  
Top13   这很机车           50061               50196               0                   0                   0.00  
Top14   京极真            6585                5796                0                   0                   0.00  
Top15   你这只臭猫          97586               98020               0                   0                   0.00  
Top16   彦祖没有我潇         53180               46741               0                   0                   0.00  
Top17   我没文化           928                 877                 0                   0                   0.00  
Top18   阿司匹林           54012               55382               0                   0                   0.00  
Top19   小熊饼干           88234               86773               0                   0                   0.00  
